name,tier1_aroma,tier2_taste,tier3_mouthfeel,leaves,sources,key_pairings,pairing_principles,chemistry_notes
tomato soup,fruity,,,,ai-draft;gnn-v3+flavordb,beef|hamburger|green pepper|hamburg|chili beef soup|worcestershire sauce|gelatine,,
caraway seed,,bitter|sour,crunchy,,ai-draft;gnn-v3+flavordb,rye flour|dark rye flour|red cabbage|rye bread|green cabbage|gluten flour|kielbasa sausage,,
chili paste,,bitter|sour|umami,viscous,,ai-draft;gnn-v3+flavordb,fish sauce|hoisin|rice vinegar|glass noodle|chinese black vinegar|lemongrass|sesame oil,,
palm sugar,,sour|sweet|umami,crystalline,,ai-draft;gnn-v3+flavordb,fish sauce|tamarind juice|galangal|lemongrass|shrimp paste|cilantro root|candlenut,,
rice noodle,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,fish sauce|bean sprout|prawn|thai basil|lemongrass|black soy sauce|tamarind paste,,
fennel seed,,sour|sweet|umami,crunchy,,ai-draft;gnn-v3+flavordb,black peppercorn|nigella seed|white peppercorn|anise seed|onion seed|pork fatback|sausage casing,,
fruit,,sour|sweet|umami,juicy,,ai-draft;gnn-v3+flavordb,roll sugar cookie|sugar cookie|flavored yogurt|fruit juice|sweet biscuit crumb|refrigerated sugar cookie dough|honeydew melon,,
shortening,,bitter|sour|umami,,,ai-draft;gnn-v3+flavordb,pecan|vinegar|buttermilk|pineapple|powdered sugar|coconut|margarine,,
egg substitute,,bitter|sour|umami,,,ai-draft;gnn-v3+flavordb,nonfat buttermilk|vanilla nonfat yogurt|unsweetened applesauce|nonfat milk|low-fat swiss cheese|vegan sugar|lemon glaze,,
unsweetened coconut milk,,sour|sweet|umami,smooth,,ai-draft;gnn-v3+flavordb,red curry|fish sauce|green curry|chinese chili sauce|lemongrass|habanero sauce|curry powder,,
pork tenderloin,fatty,sour,tender,,ai-draft;gnn-v3+flavordb,soy sauce|bottled ginger|sesame dressing|dark sesame oil|hoisin|chicken stock|tomato,,
coriander powder,fatty,sweet,powdery,,ai-draft;gnn-v3+flavordb,red chili powder|mango powder|ginger-garlic|ginger paste|cumin powder|ghee|fennel powder,,
white bread,,bitter|sour|umami,,,ai-draft;gnn-v3+flavordb,romesco sauce|bulk sausage|pork sausage|sausage|mustard|deli turkey|garlic,,
bourbon,fruity,,,,ai-draft;gnn-v3+flavordb,orange bitters|bread pudding|whiskey sauce|orange twist|lemon twist|salted|ginger beer,,
coconut cream,,sour|sweet|umami,smooth,,ai-draft;gnn-v3+flavordb,green curry|red curry|galangal|fish sauce|kaffir lime|long red chilie|coriander root,,
romaine lettuce,,sour|umami,,,ai-draft;gnn-v3+flavordb,caesar salad dressing|caesar dressing|anchovy|dressing|avocado|oscar mayer bacon|red wine vinegar,,
cream-style,,sour|sweet|umami,smooth,,ai-draft;gnn-v3+flavordb,corn muffin|kernel corn|barbecue beef|barbecue pork|yellow cornmeal|cornbread mix|cornmeal mix,,
cumin powder,woody,,powdery,,ai-draft;gnn-v3+flavordb,mango powder|coriander powder|fennel powder|red chili powder|ginger paste|ginger-garlic|mustard oil,,
marjoram,woody,,,sweet|new mown hay|green|tonka|bitter|herbal|thyme,ai-draft;gnn-v3+flavordb,flour|garlic|onion|basil|thyme|rosemary|tomato paste,,
weight cream cheese,,sour|sweet|umami,smooth,,ai-draft;gnn-v3+flavordb,eggs at|weight white chocolate|weight chocolate|weight white chocolate chip|weight bittersweet chocolate|weight semisweet chocolate|crumb topping,,
chorizo sausage,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,asadero cheese|oaxaca cheese|manchego cheese|powdered saffron|four cheese|spanish olive oil|saffron rice,,
crabmeat,,sour|sweet|umami,tender,,ai-draft;gnn-v3+flavordb,english cheese spread|cocktail sauce|english cheese|cream-style horseradish|shrimp|mayonnaise|seafood sauce,,
dipping sauce,,bitter|sour|umami,smooth,,ai-draft;gnn-v3+flavordb,rice paper|fish sauce|soy sauce|rice vinegar|rice vermicelli|egg roll|sesame oil,,
cake flour,,sweet,powdery,,ai-draft;gnn-v3+flavordb,cream of tartar|egg white|buttermilk|baking soda|hickory nut|baking powder|lemon flavoring,,
red potatoe,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,crab boil|corned beef brisket|baby carrot|shrimp boil|rosemary|light coconut milk|coconut oil,,
semi-sweet chocolate,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,butterscotch|cake paraffin|white baking|boiling water|chili powder|cherry pie filling|plain yogurt,,
white cake,,bitter|sour|umami,,,ai-draft;gnn-v3+flavordb,blackberry wine|cream of coconut|instant coconut cream pudding|lemon frosting|strawberry flavored|vanilla frosting|strawberry soda,,
butternut squash,,bitter|sour|umami,oily,,ai-draft;gnn-v3+flavordb,sage|vegetable stock|seeded serrano chile|sage leaf|chicken stock|leek|bechamel,,
chili bean,,bitter|sour|umami,crunchy,,ai-draft;gnn-v3+flavordb,kidney bean|corn chip|tomato sauce|beef|fritos corn chip|tomato juice|dark red kidney bean,,
jumbo shrimp,,sour|sweet|umami,tender,,ai-draft;gnn-v3+flavordb,pineapple salsa|lime juiced|brown sugar|maple syrup|chinese cooking wine|boiling water|vegetable,,
chili oil,,bitter|sour|umami,oily,,ai-draft;gnn-v3+flavordb,sichuan peppercorn|rice vinegar|szechuan peppercorn|chinese black vinegar|soy sauce|black vinegar|black soy sauce,,
ginger ale,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,pineapple juice|lemonade|sherbet|lime sherbet|pineapple sherbet|cranberry juice cocktail|cranberry juice,,
white chocolate chip,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,milk chocolate chip|craisin|baking soda|peppermint candie|crispy rice cereal|boiling water|cherry pie filling,,
wine vinegar,,bitter|sour|umami,,,ai-draft;gnn-v3+flavordb,salad oil|chicken|anchovy|soy sauce|parmesan|chicken stock|beef,,
dark sesame oil,,sour|sweet|umami,oily,,ai-draft;gnn-v3+flavordb,bottled ginger|rice vinegar|soy sauce|chili garlic|julienne-cut carrot|chili paste with garlic|sesame,,
milk chocolate chip,,sour|sweet|umami,smooth,,ai-draft;gnn-v3+flavordb,white chocolate chip|golden grahams cereal|semisweet chocolate chip|chocolate layer|butterscotch chip|white almond bark|white baking chip,,
poppy seed,,sour|sweet|umami,crunchy,,ai-draft;gnn-v3+flavordb,coconut pudding|coconut instant pudding|instant coconut pudding|lemon cake mix|lemon glaze|instant coconut cream pudding|swiss cheese,,
chocolate cake,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,coconut pecan frosting|evaporated milk|butterscotch topping|chocolate|chocolate pudding|butterfinger|caramel ice cream topping,,
bean sprout,woody,sweet,crunchy,,ai-draft;gnn-v3+flavordb,rice noodle|rice vermicelli noodle|fish sauce|egg roll skin|soy sauce|egg roll|rice vermicelli,,
chocolate pudding,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,chocolate cake mix|vanilla pudding|whipped topping|chocolate cake|cake mix|kahlua|oreo cookie,,
enchilada sauce,,sour|umami,smooth,,ai-draft;gnn-v3+flavordb,corn tortilla|flour tortilla|green chilie|blend cheese|beef|corn chip|cheese blend,,
green cabbage,fatty,,,,ai-draft;gnn-v3+flavordb,celery seed|red cabbage|apple cider vinegar|caraway seed|white corn tortilla|brisket of beef|carrot,,
pork shoulder,fatty,sour,tender,,ai-draft;gnn-v3+flavordb,guajillo chili|sour orange juice|guajillo chilie|achiote paste|mexico chile|ancho chili|bay leaf,,
alfredo sauce,,bitter|sour|umami,smooth,,ai-draft;gnn-v3+flavordb,parmesan|italian cheese blend|cheese ravioli|lasagna noodle|broccoli carrots cauliflower|parmesian cheese|mozzarella,,
serrano pepper,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,maui onion|cilantro|asadero cheese|lime|chayote squash|lime juice|clamato juice,,
sweet italian sausage,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,italian plum tomatoe|broccoli rabe|pecorino romano cheese|bowtie pasta|cubanelle pepper|ricotta|rigatoni pasta,,
tequila,,,,,ai-draft;gnn-v3+flavordb,triple sec|limeade|lime juice|orange liqueur|simple syrup|lime wheel|lime wedge,,
fenugreek,fatty,sour,,bland|sweet|new mown hay|green|tonka|bitter|musty,ai-draft;gnn-v3+flavordb,asafoetida powder|mustard oil|tamarind pulp|curry|onion seed|nigella seed|red chilie,,
low-fat buttermilk,,sour|sweet|umami,oily,,ai-draft;gnn-v3+flavordb,reduced-calorie whipped topping|baking soda|egg substitute|canola mayonnaise|ripe banana|baking powder|yellow cornmeal,,
macaroni,,,,odorless|bitter,ai-draft;gnn-v3+flavordb,mozzarella|basil|hamburger|tomato sauce|mushroom|ham|cayenne pepper,,
onion soup,green,,,,ai-draft;gnn-v3+flavordb,beef bouillon soup|cream of mushroom soup|beef roast|apricot preserve|chuck roast|beef consomme|roast,,
salad dressing,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,lettuce|apricot preserve|torn iceberg lettuce|sweet pickle juice|bacon bit|mushroom|celery,,
crunchy peanut butter,,sour|sweet|umami,oily,,ai-draft;gnn-v3+flavordb,almond bark|sweet chilli sauce|cake paraffin|satay sauce|rice krispie|chocolate|chilli sauce,,
gelatin,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,boiling water|water boiling|raspberry puree|angel cake|tomato|chicken|vanilla creme,,
ginger paste,,sour|sweet|umami,viscous,,ai-draft;gnn-v3+flavordb,red chili powder|coriander powder|mustard oil|turmeric|cumin powder|fenugreek leave|fennel powder,,
light coconut milk,,sour|sweet|umami,smooth,,ai-draft;gnn-v3+flavordb,red curry|green curry|fish sauce|curry powder|lime rind|thai chili paste|bottled ginger,,
red curry,,,,,ai-draft;gnn-v3+flavordb,coconut milk|fish sauce|light coconut milk|unsweetened coconut milk|lime leave|palm sugar|lime leaf,,
vanilla pudding,woody,sweet|umami,,,ai-draft;gnn-v3+flavordb,peach juice|chocolate pudding|reserved juice|yellow cake|mandarin orange|vanilla wafer|yellow cake mix,,
beef stew meat,,bitter|sour|umami,tender,,ai-draft;gnn-v3+flavordb,beef stock|wheat egg noodle|carrot|tiny pea|bay leaf|red wine|browning sauce,,
mayo,,,,,ai-draft;gnn-v3+flavordb,bean dip|crabmeat|mixed veggie|vegetable soup|jalapeno bean|vegetable soup mix|bacon bit,,
sugar snap pea,,sour|sweet|umami,crystalline,,ai-draft;gnn-v3+flavordb,baby corn|rice vinegar|fry|italian zesty|sesame oil|long red chilie|chili garlic,,
tamarind paste,,umami,viscous,,ai-draft;gnn-v3+flavordb,fish sauce|palm sugar|jaggery|red chilie|asafoetida powder|black mustard seed|shrimp paste,,
soya sauce,,bitter|sour|umami,smooth,,ai-draft;gnn-v3+flavordb,cornflour|oyster sauce|chinese wine|chilli sauce|red capsicum|ginger-garlic|long bean,,
turbinado sugar,,sour|sweet|umami,crystalline,,ai-draft;gnn-v3+flavordb,egg wash|worcestershire sauce|chili powder|boiling water|vegetable|cream of tartar|graham cracker crumb,,
adobo sauce,,bitter|sour|umami,smooth,,ai-draft;gnn-v3+flavordb,chipotle|fresco cheese|cumin|chipotle chili pepper|peeled sweet potato|cilantro|black bean,,
seasoning salt,,sour|sweet|umami,crystalline,,ai-draft;gnn-v3+flavordb,box wheat chex|english cheese spread|maple syrup|boiling water|o'brien potatoe|worcestershire sauce|browning sauce,,
corn oil,fatty,,oily,fragrant|bread|woody|sweet|baked|almond|orange,ai-draft;gnn-v3+flavordb,popping corn|boneless pork|very milk|onion seed|chicken flavor|chipotle chili pepper|pared apple,,
grain mustard,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,cornichon|brown sugar|chili powder|chili sauce|powdered sugar|salad oil|plain yogurt,,
bbq sauce,,bitter|sour|umami,smooth,,ai-draft;gnn-v3+flavordb,liquid smoke|pork sparerib|country-style pork rib|wheat bun|rub|apple cider vinegar|green chilie,,
fontina cheese,,sour|sweet|umami,smooth,,ai-draft;gnn-v3+flavordb,parmesan|peeled sweet potato|portobello|chicken|basil chiffonade|bechamel sauce|freshly black pepper,,
wheat pastry flour,,sour|sweet|umami,powdery,,ai-draft;gnn-v3+flavordb,soymilk|cane juice|unsweetened applesauce|baking soda|freshly cardamom|soy yogurt|cinnamon baking chip,,
almond milk,,sour|sweet|umami,smooth,,ai-draft;gnn-v3+flavordb,chia seed|maca powder|coconut sugar|flaxseed|coconut flour|protein powder|hemp seed,,
chunky peanut butter,,sour|sweet|umami,oily,,ai-draft;gnn-v3+flavordb,thai chili paste|butterfinger|almond bark|peanut|quick-cooking oatmeal|butterscotch chip|chocolate,,
orange rind,fatty,sour,juicy,,ai-draft;gnn-v3+flavordb,orange juice|brazil nut|chicken|soy sauce|tomato|chicken stock|grand marnier,,
porcini,,,,,ai-draft;gnn-v3+flavordb,boiling water|mushroom broth|shiitake|morel mushroom|crimini mushroom|wild mushroom|mushroom stock,,
semisweet chocolate chip,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,jif creamy|butterscotch chip|white baking|condensed milk|white baking chip|milk chocolate chip|baking,,
sweet corn,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,chilli pepper|edam cheese|knob butter|chilli sauce|sunflower oil|soured cream|chicken fillet,,
cream-style corn,,sour|sweet|umami,smooth,,ai-draft;gnn-v3+flavordb,kernel corn|corn muffin|regular corn|cornmeal|cornbread|barbecue beef|cornmeal mix,,
onion salt,green,,crystalline,,ai-draft;gnn-v3+flavordb,liquid smoke|box wheat chex|beef brisket|garlic salt|celery salt|barbecue beef|barbecue pork,,
pastry,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,guava paste|thyme|swiss cheese|feta|mushroom|bacon|shallot,,
asiago cheese,,sour|sweet|umami,smooth,,ai-draft;gnn-v3+flavordb,basil chiffonade|parmesan|portabella mushroom|spinach|beef|balsamic glaze|fontina cheese,,
butterscotch chip,,sour|sweet|umami,oily,,ai-draft;gnn-v3+flavordb,rice krispie|graham cracker crumb|mein noodle|spanish peanut|peanut butter|semisweet chocolate chip|condensed milk,,
cane sugar,,sour|sweet|umami,crystalline,,ai-draft;gnn-v3+flavordb,full-fat coconut milk|freshly cardamom|white peache|chili powder|seltzer water|boiling water|worcestershire sauce,,
corn flake,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,hash brown potatoe|cream of chicken soup|red cinnamon|sour cream|white syrup|cinnamon candie|cornstarch,,
cranberry sauce,fruity,,smooth,,ai-draft;gnn-v3+flavordb,turkey gravy|raspberry jello|chili sauce|boiling water|rolled pork|raspberry gelatin|chicken,,
raisin,fruity,,,peach|wine|brandy|waxy|oily|fatty|rum,ai-draft;gnn-v3+flavordb,cinnamon|candied fruit|applesauce|walnut|sunflower seed|whiskey sauce|baking soda,,
caramel sauce,,bitter|sour|umami,smooth,,ai-draft;gnn-v3+flavordb,salted|chocolate sauce|caramel ice cream|freshly whipped cream|vanilla ice cream|fudge sauce|vanilla sauce,,
cracker crumb,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,squash|chili powder|boiling water|green chilie|chili sauce|vegetable|italian sausage,,
cranberry juice,fruity,,smooth,,ai-draft;gnn-v3+flavordb,ginger ale|raspberry vodka|vodka|malibu coconut rum|triple sec|melon liqueur|raspberry sherbet,,
nonfat sour cream,,bitter|sour|umami,oily,,ai-draft;gnn-v3+flavordb,soy crumble|corn tortilla chip|egg substitute|worcestershire sauce|no-salt|tabasco sauce|brown sugar,,
pearl barley,,sour|sweet|umami,crisp,,ai-draft;gnn-v3+flavordb,beef soup bone|lentil|beef bouillon granule|porcini|bay leaf|beef stock|turkey carcass,,
pumpkin,green,,,sweet|new mown hay|green|tonka|bitter|musty|coffee,ai-draft;gnn-v3+flavordb,potato|ackee|breadfruit|scotch bonnet|pumpkin pie spice|pecan|nutmeg,,
shiitake mushroom,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,oyster mushroom|dark sesame oil|udon noodle|vegetarian beef|crumbled gorgonzola|sesame oil|shaoxing wine,,
white balsamic vinegar,,bitter|sour|umami,,,ai-draft;gnn-v3+flavordb,chicken|chicken stock|extra-virgin olive oil|soy sauce|mushroom|beef|grapeseed oil,,
baby corn,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,asian chili-garlic|stir-fry sauce|oyster sauce|barbecued pork|sesame oil|coriander root|red curry,,
dill pickle,,bitter|sour|umami,,,ai-draft;gnn-v3+flavordb,pickle juice|mayonnaise|dill pickle juice|sesame seed hamburger|mustard|tartar sauce|cocktail onion,,
flat-leaf,,,crisp,,ai-draft;gnn-v3+flavordb,extra-virgin olive oil|freshly black pepper|boiling water|piquillo pepper|red pepper|black olive tapenade|romano bean,,
cream of celery soup,woody,,smooth,,ai-draft;gnn-v3+flavordb,peg corn|chicken|white shoepeg corn|clam chowder|french style green bean|fryer|shoe peg corn,,
water chestnut,fatty,,crunchy,sweet|new mown hay|green|tonka|bitter|musty|coffee,ai-draft;gnn-v3+flavordb,vegetable soup|vegetable soup mix|bean sprout|mayonnaise|soy sauce|pea pod|baby corn,,
golden raisin,fruity,,,,ai-draft;gnn-v3+flavordb,beef suet|crumbled saffron thread|tomato|chicken|pine nut|crystalized ginger|candied fruit,,
gouda cheese,,sour|sweet|umami,smooth,,ai-draft;gnn-v3+flavordb,baby romaine lettuce|country white bread|beef|olive tapenade|shrimp|sweet corn|cavatappi pasta,,
lump crabmeat,,sour|sweet|umami,tender,,ai-draft;gnn-v3+flavordb,crab boil seasoning|remoulade sauce|seafood stock|tartar sauce|creole mustard|canola mayonnaise|butter cracker,,
sherry wine,,sweet|sour|umami,,,ai-draft;gnn-v3+flavordb,soy sauce|mushroom|tomato|oyster sauce|chinese mushroom|beef|pepper oil,,
sherry wine vinegar,,bitter|sour|umami,,,ai-draft;gnn-v3+flavordb,italian parsley leave|endive lettuce|walnut oil|shallot|romesco sauce|piquillo pepper|coarse kosher salt,,
turkey bacon,,bitter|sour|umami,,,ai-draft;gnn-v3+flavordb,low-fat swiss cheese|wheat sandwich roll|leaf lettuce leave|wheat english muffin|multi-grain bread|brown sugar|boiling water,,
grapeseed oil,,,oily,,ai-draft;gnn-v3+flavordb,celtic sea salt|blanched almond flour|coconut flour|dark chili powder|cajun spice|white balsamic vinegar|rice vinegar,,
italian bread,woody,,,,ai-draft;gnn-v3+flavordb,provolone cheese|gaeta olive|miracle whip light dressing|thin tomato|pepperoncini pepper|cherry pepper|mozzarella,,
lemon jello,,sour|sweet|umami,juicy,,ai-draft;gnn-v3+flavordb,boiling water|lime jello|dream whip|corned beef|cherry jello|pineapple|pineapple juice,,
monterey jack cheese,,sour|sweet|umami,smooth,,ai-draft;gnn-v3+flavordb,green chilie|avocado dip|flour tortilla|corn tortilla|picante sauce|green chile pepper|cumin,,
spaghetti,,,,,ai-draft;gnn-v3+flavordb,parmesan|tomato paste|basil|mozzarella|oregano|green pepper|mushroom,,
turkey sausage,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,chicken stock|brown sugar|red bean|boiling water|chili sauce|instant white rice|tomato,,
apricot preserve,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,onion soup|apricot brandy|onion soup mix|dressing|almond paste|rolled pork|broiler-fryer chicken,,
coarse kosher salt,,sour|sweet|umami,crystalline,,ai-draft;gnn-v3+flavordb,golden brown sugar|italian parsley leave|grain dijon mustard|low-salt chicken broth|sherry wine vinegar|extra-virgin olive oil|maple sugar,,
freshly cracked black pepper,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,chayote squash|hearty red wine|course salt|beef shoulder|red bliss potatoe|extra-virgin olive oil|veal stock,,
salt pork,,sour|sweet|umami,crystalline,,ai-draft;gnn-v3+flavordb,yellow pea|navy bean|dry navy bean|pigeon pea|bean|white bean|red bean,,
smooth peanut butter,,sour|sweet|umami,oily,,ai-draft;gnn-v3+flavordb,peanut|asian chili paste|peanut brittle|asian chili sauce|butterscotch chip|rice vinegar|chocolate,,
chili pwdr,,bitter|sour|umami,,,ai-draft;gnn-v3+flavordb,grnd cumin|grnd beef|lean grnd beef|onion pwdr|grnd coriander|red kidney bean|pinto bean,,
hamburg,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,tomato soup|kidney bean|butter bean|taco cheese|salad oil|boiling water|green chilie,,
pork loin,fatty,sour,tender,,ai-draft;gnn-v3+flavordb,olive oil drizzle|meat broth|sour orange juice|soy sauce|rosemary|chicken stock|sage,,
graham cracker pie crust,,bitter|sour|umami,,,ai-draft;gnn-v3+flavordb,condensed milk|thawed whipped topping|cream cheese|chocolate egg|whipped topping|nondairy whipped topping|cool whip,,
pumpkin puree,green,,,,ai-draft;gnn-v3+flavordb,pumpkin pie spice|nutmeg|cinnamon|dish pie pastry|ginger|allspice|pumpkin seed,,
rotini pasta,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,boneless skinless chicken breast|italian-style salad dressing|pepperoni sausage|snow pea pod|italian dressing|pepperoni|olive,,
caramel ice cream topping,,sour|sweet|umami,smooth,,ai-draft;gnn-v3+flavordb,butterfinger|oreo pie crust|chocolate-covered|chocolate cake|whipped topping|chocolate fudge topping|reduced-fat whipped topping,,
golden brown sugar,,sour|sweet|umami,crystalline,,ai-draft;gnn-v3+flavordb,bittersweet|coarse kosher salt|baby back pork|espresso powder|worcestershire sauce|chili powder|chili sauce,,
long-grain rice,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,pigeon pea|turkey carcass|chicken stock|chicken gizzard|crumbled saffron thread|grape leave|powdered saffron,,
mangoe,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,mango salsa|mango juice|sticky rice|kiwi fruit|lime juice|passion fruit pulp|mango,,
nutritional yeast,,,crunchy,,ai-draft;gnn-v3+flavordb,vegan cheese|cashew|vital wheat gluten|soymilk|soy margarine|firm tofu|vegetarian chicken,,
black mustard seed,,sour|sweet|umami,crunchy,,ai-draft;gnn-v3+flavordb,curry|asafoetida powder|ghee|nigella seed|tamarind paste|paneer cheese|tamarind pulp,,
orange marmalade,fatty,sour,juicy,,ai-draft;gnn-v3+flavordb,refrigerated sugar cookie dough|beef flank steak|sugar cookie|soy sauce|beef chuck steak|tomato|mushroom,,
butter bean,,sour|sweet|umami,oily,,ai-draft;gnn-v3+flavordb,kidney bean|pork|green lima bean|bacon|lima bean|ketchup|mustard,,
stock,,,,,ai-draft;gnn-v3+flavordb,sake|lotus root|burdock root|tempura crumb|soy sauce|shiitake|miso,,
lean beef,fatty,,tender,,ai-draft;gnn-v3+flavordb,tomato sauce|beef stock|sandwich sauce|tomato|tomato paste|chili powder|soft breadcrumb,,
lime wedge,fatty,sour|umami,,,ai-draft;gnn-v3+flavordb,fish sauce|red chili long|rice noodle|cilantro|cilantro stem|long red chili pepper|white tequila,,
red cabbage,,sour|umami,,,ai-draft;gnn-v3+flavordb,caraway seed|green cabbage|apple cider vinegar|rice vinegar|red wine vinegar|sour apple|cider vinegar,,
sharp cheese,,sour|sweet|umami,smooth,,ai-draft;gnn-v3+flavordb,bulk sausage|sausage|tomato|parmesan|chicken stock|tomato paste|shrimp,,
unsweetened chocolate,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,peppermint flavoring|peppermint ice cream|vanilla|tabasco sauce|worcestershire sauce|whipped topping|cherry pie filling,,
ancho chili,,bitter|sour|umami,,,ai-draft;gnn-v3+flavordb,corn husk|mexico chile|guajillo chili|guajillo chilie|achiote paste|boiling water|cumin,,
almond flour,,sour|sweet|umami,powdery,,ai-draft;gnn-v3+flavordb,coconut oil|coconut sugar|arrowroot flour|millet flour|coconut flour|tapioca flour|almond butter,,
bread crumb,woody,,,,ai-draft;gnn-v3+flavordb,parmesan|beef mince|lump crabmeat|beef|pork mince|tartar sauce|brunoise red pepper,,
coarse black pepper,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,morton tender quick salt|hickory smoke salt|curing salt|hearts romaine lettuce|tiny new potatoe|coarse sea salt|dry red wine,,
sriracha sauce,,bitter|sour|umami,smooth,,ai-draft;gnn-v3+flavordb,sesame dressing|rice vinegar|hoisin|cabbage slaw|fish sauce|soy sauce|ponzu sauce,,
cheddar cheese soup,,sour|sweet|umami,smooth,,ai-draft;gnn-v3+flavordb,chili beef soup|chili-o mix|broccoli cut|mostaccioli pasta|chili mix|ro-tel tomatoe|beef,,
chocolate chip,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,raspberry gelatin powder|strawberry ice cream topping|chocolate wafer pie crust|boiling water|espresso powder|chocolate chip cookie|chocolate cookie pie crust,,
gin,,sour|sweet|umami,,mild|sour|bitter|citrus|lime|orange peel|rose,ai-draft;gnn-v3+flavordb,sweet vermouth|simple syrup|lemon twist|orange bitters|orange twist|maraschino liqueur|fluid simple syrup,,
ginger powder,,sour|sweet|umami,powdery,,ai-draft;gnn-v3+flavordb,fennel powder|powder|black salt|mango powder|cinnamon powder|nutmeg powder|gochugaru,,
light cream cheese,,sour|sweet|umami,smooth,,ai-draft;gnn-v3+flavordb,light whipped topping|semi-sweet chocolate mini morsel|light cherry pie filling|reduced-calorie whipped topping|tomato|light sour cream|chicken,,
long-grain white rice,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,annatto seed|andouille sausage|boneless beef sirloin steak|pigeon pea|chicken stock|crumbled saffron thread|pimento stuffed olive,,
low-fat plain yogurt,,sour|sweet|umami,oily,,ai-draft;gnn-v3+flavordb,tandoori paste|ginger-garlic|red chili powder|worcestershire sauce|light whipped topping|vegetable|brown sugar,,
apricot,,sour|sweet|umami,,hop_oil|apricot|whiskey|banana|tropica|papaya|melon,ai-draft;gnn-v3+flavordb,apricot juice|apricot brandy|prune|tomato|loin roast|soy sauce|almond,,
chinese cabbage,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,stock powder|chicken soup stock granule|sake|oyster sauce|sesame oil|long red chili|soy sauce,,
chocolate ice cream,,sour|sweet|umami,smooth,,ai-draft;gnn-v3+flavordb,chocolate syrup|cream liqueur|raspberry sorbet|fudge sauce|chocolate sauce|coffee ice cream|chocolate fudge topping,,
freshly squeezed lime juice,fatty,sour|umami,smooth,,ai-draft;gnn-v3+flavordb,gold tequila|white tequila|fish sauce|habanero chile|cinnamon syrup|italian roma tomatoe|freshly cilantro,,
peanut sauce,,sour|sweet|umami,smooth,,ai-draft;gnn-v3+flavordb,fish sauce|sesame oil|marinade|bean sprout|soy sauce|rice vinegar|rice paper,,
pumpkin pie spice,green,,,,ai-draft;gnn-v3+flavordb,pumpkin puree|gingersnap|gingersnap crumb|baking soda|cinnamon-raisin bread|sugar pumpkin|pumpkin seed,,
scotch,fruity,,,,ai-draft;gnn-v3+flavordb,sweet vermouth|bitter|dry vermouth|lemon|thyme|allspice|ginger,,
bibb lettuce,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,raspberry vinegar|red grape tomatoe|chili paste with garlic|avocado|candied pecan|live lobster|white wine vinegar,,
nonfat milk,fatty,,oily,,ai-draft;gnn-v3+flavordb,liquid egg|light whipped topping|egg substitute|splenda sugar substitute|splenda sugar|low-fat vanilla|liquid egg substitute,,
sweet butter,,sour|sweet|umami,oily,,ai-draft;gnn-v3+flavordb,freshly grnd black pepper|boiling water|worcestershire sauce|chili powder|golden seedless raisin|tabasco sauce|italian sausage,,
asian sesame oil,,sour|sweet|umami,oily,,ai-draft;gnn-v3+flavordb,rice vinegar|asian chili-garlic|soy sauce|rice-wine vinegar|red pepper|shiitake|chinese five-spice,,
blend cheese,,sour|sweet|umami,smooth,,ai-draft;gnn-v3+flavordb,red enchilada sauce|enchilada sauce|flour tortilla|green enchilada sauce|green chilie|barbecued pork|black bean,,
coriander seed,fatty,sweet,crunchy,,ai-draft;gnn-v3+flavordb,black peppercorn|mustard oil|red chilie|tamarind juice|tamarind paste|tamarind pulp|white peppercorn,,
